Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,number_established_years
food,7.945,low_fat,0.015863075,snack_foods,161.821,out013,high,tier_3,supermarket_type1,2446.815,34
food,13.65,low_fat,0.065576228,frozen_foods,47.7402,out013,high,tier_3,supermarket_type1,643.1628,34
drinks,8.365,low_fat,0.071992202,hard_drinks,38.3506,out045,ultra_high,tier_2,supermarket_type1,986.7156,19
food,12.857645184135976,low_fat,0.236616754,snack_foods,217.6482,out019,small,tier_1,grocery_store,219.0482,36
food,18.85,low_fat,0.055671582,baking_goods,133.3284,out017,ultra_high,tier_2,supermarket_type1,263.6568,14
food,6.8,low_fat,0.03749705,baking_goods,49.9034,out046,small,tier_1,supermarket_type1,194.4136,24
non-consumable,20.35,low_fat,0.039428167,household,127.9678,out018,medium,tier_3,supermarket_type2,3560.6984,12
non-consumable,10.5,low_fat,0.011285795,household,235.8248,out035,small,tier_2,supermarket_type1,4266.4464,17
non-consumable,13.0,low_fat,0.041789718,household,256.1014,out013,high,tier_3,supermarket_type1,2550.014,34
food,7.905,low_fat,0.010003987,snack_foods,250.7408,out013,high,tier_3,supermarket_type1,5757.8384,34
food,4.785,low_fat,0.0931174,breads,118.6098,out017,ultra_high,tier_2,supermarket_type1,361.5294,14
non-consumable,12.857645184135976,low_fat,0.008519718,health_and_hygiene,116.9492,out027,medium,tier_3,supermarket_type3,2780.3808,36
food,18.0,low_fat,0.017979145,starchy_foods,178.3686,out018,medium,tier_3,supermarket_type2,3199.8348,12
food,13.15,low_fat,0.020698674,breads,86.3566,out013,high,tier_3,supermarket_type1,1099.2358,34
non-consumable,12.857645184135976,low_fat,0.159394437,others,105.6938,out019,small,tier_1,grocery_store,214.3876,36
food,11.6,regular,0.079376029,frozen_foods,81.7276,out017,ultra_high,tier_2,supermarket_type1,1949.4624,14
non-consumable,15.2,low_fat,0.162462044,health_and_hygiene,117.6492,out010,ultra_high,tier_3,grocery_store,347.5476,23
food,8.05,regular,0.0,fruits_and_vegetables,257.5646,out013,high,tier_3,supermarket_type1,5153.292,34
food,14.15,regular,0.024503972,fruits_and_vegetables,195.111,out018,medium,tier_3,supermarket_type2,982.055,12
non-consumable,12.857645184135976,low_fat,0.091042211,household,162.6894,out027,medium,tier_3,supermarket_type3,2588.6304,36
food,12.35,regular,0.064441812,fruits_and_vegetables,110.957,out010,ultra_high,tier_3,grocery_store,219.714,23
drinks,8.785,low_fat,0.020618957,soft_drinks,153.0656,out045,ultra_high,tier_2,supermarket_type1,4170.5712,19
food,8.1,regular,0.134532392,canned,39.448,out049,medium,tier_1,supermarket_type1,878.856,22
food,5.465,regular,0.048486801,baking_goods,131.2626,out013,high,tier_3,supermarket_type1,3410.2276,34
food,16.7,regular,0.038528228,snack_foods,143.9102,out046,small,tier_1,supermarket_type1,1749.7224,24
food,11.15,regular,0.086281593,snack_foods,170.579,out018,medium,tier_3,supermarket_type2,1358.232,12
drinks,6.11,regular,0.151925271,soft_drinks,46.6086,out035,small,tier_2,supermarket_type1,624.5204,17
food,16.35,low_fat,0.0680243,fruits_and_vegetables,196.4426,out013,high,tier_3,supermarket_type1,1977.426,34
food,6.135,regular,0.0,baking_goods,151.3366,out045,ultra_high,tier_2,supermarket_type1,1057.9562,19
food,20.35,low_fat,0.054056927,snack_foods,116.8466,out046,small,tier_1,supermarket_type1,2356.932,24
non-consumable,19.2,low_fat,0.18293775,others,243.0196,out049,medium,tier_1,supermarket_type1,3615.294,22
food,12.857645184135976,low_fat,0.019716846,canned,191.9188,out019,small,tier_1,grocery_store,571.2564,36
non-consumable,12.857645184135976,low_fat,0.026769592,household,77.0354,out027,medium,tier_3,supermarket_type3,2332.2974,36
non-consumable,16.2,low_fat,0.0,health_and_hygiene,182.1608,out049,medium,tier_1,supermarket_type1,3123.9336,22
food,7.93,low_fat,0.005557062,frozen_foods,122.1414,out049,medium,tier_1,supermarket_type1,2924.1936,22
food,10.8,low_fat,0.164724567,meat,98.4042,out010,ultra_high,tier_3,grocery_store,99.2042,23
food,20.7,regular,0.12152072,frozen_foods,118.0466,out046,small,tier_1,supermarket_type1,1060.6194,24
food,12.857645184135976,regular,0.01612717,canned,189.3556,out027,medium,tier_3,supermarket_type3,2253.0672,36
non-consumable,18.7,low_fat,0.046079558,health_and_hygiene,151.5682,out035,small,tier_2,supermarket_type1,1982.0866,17
food,18.2,low_fat,0.082551042,fruits_and_vegetables,147.3734,out010,ultra_high,tier_3,grocery_store,296.9468,23
food,11.8,regular,0.076705948,snack_foods,34.7558,out035,small,tier_2,supermarket_type1,780.9834,17
food,5.365,regular,0.140811559,seafood,173.5764,out018,medium,tier_3,supermarket_type2,2061.3168,12
food,9.195,regular,0.130657442,meat,106.4596,out010,ultra_high,tier_3,grocery_store,215.7192,23
food,12.857645184135976,regular,0.05357685,baking_goods,122.2072,out027,medium,tier_3,supermarket_type3,3552.7088,36
food,14.0,regular,0.031261583,canned,52.564,out035,small,tier_2,supermarket_type1,639.168,17
food,12.3,regular,0.064618976,starchy_foods,89.8804,out046,small,tier_1,supermarket_type1,1286.3256,24
food,13.15,regular,0.038167453,snack_foods,89.4856,out017,ultra_high,tier_2,supermarket_type1,1230.3984,14
non-consumable,18.5,low_fat,0.033938279,others,132.5284,out035,small,tier_2,supermarket_type1,1318.284,17
food,19.75,regular,0.018096488,frozen_foods,179.566,out018,medium,tier_3,supermarket_type2,2696.49,12
food,12.857645184135976,low_fat,0.068765925,breads,216.9166,out027,medium,tier_3,supermarket_type3,4354.332,36
food,20.5,low_fat,0.036287517,fruits_and_vegetables,121.2756,out018,medium,tier_3,supermarket_type2,2181.1608,12
food,17.7,low_fat,0.030060895,snack_foods,166.4816,out018,medium,tier_3,supermarket_type2,2013.3792,12
food,12.857645184135976,low_fat,0.111554381,snack_foods,59.822,out027,medium,tier_3,supermarket_type3,1677.816,36
food,12.15,low_fat,0.062640143,starchy_foods,36.6532,out017,ultra_high,tier_2,supermarket_type1,251.6724,14
food,11.8,regular,0.093801337,snack_foods,126.0704,out049,medium,tier_1,supermarket_type1,1251.704,22
food,14.3,regular,0.065153295,fruits_and_vegetables,88.4856,out013,high,tier_3,supermarket_type1,1406.1696,34
drinks,6.11,regular,0.152813518,soft_drinks,45.6086,out017,ultra_high,tier_2,supermarket_type1,1025.9978,14
food,12.3,low_fat,0.021860985,frozen_foods,193.3162,out046,small,tier_1,supermarket_type1,3078.6592,24
food,12.65,low_fat,0.035404052,baking_goods,230.601,out035,small,tier_2,supermarket_type1,2067.309,17
non-consumable,10.1,low_fat,0.056030907,household,115.1492,out013,high,tier_3,supermarket_type1,1737.738,34
food,17.25,low_fat,0.107258822,frozen_foods,40.1822,out045,ultra_high,tier_2,supermarket_type1,510.6686,19
non-consumable,7.39,low_fat,0.093160853,household,251.3066,out018,medium,tier_3,supermarket_type2,1004.0264,12
food,5.305,regular,0.04710181,meat,181.8608,out049,medium,tier_1,supermarket_type1,4594.02,22
food,15.25,low_fat,0.026651184,snack_foods,86.6198,out049,medium,tier_1,supermarket_type1,1657.1762,22
non-consumable,7.105,low_fat,0.075000682,household,61.0562,out010,ultra_high,tier_3,grocery_store,296.281,23
food,17.75,regular,0.067446626,baking_goods,184.724,out013,high,tier_3,supermarket_type1,1677.816,34
non-consumable,12.857645184135976,low_fat,0.160178832,household,160.2894,out019,small,tier_1,grocery_store,323.5788,36
food,5.94,regular,0.029538509,breads,189.4556,out017,ultra_high,tier_2,supermarket_type1,1877.556,14
food,6.155,regular,0.094807042,meat,213.356,out049,medium,tier_1,supermarket_type1,3835.008,22
food,12.857645184135976,regular,0.010928678,snack_foods,167.0842,out027,medium,tier_3,supermarket_type3,6465.5838,36
food,12.15,low_fat,0.021705417,breads,163.5184,out013,high,tier_3,supermarket_type1,3137.2496,34
non-consumable,12.857645184135976,low_fat,0.176411579,household,173.2422,out027,medium,tier_3,supermarket_type3,2069.3064,36
food,15.2,regular,0.10377827,fruits_and_vegetables,175.6054,out046,small,tier_1,supermarket_type1,2451.4756,24
food,13.35,low_fat,0.038744606,snack_foods,239.3564,out017,ultra_high,tier_2,supermarket_type1,3098.6332,14
food,12.857645184135976,low_fat,0.126585095,frozen_foods,122.4098,out019,small,tier_1,grocery_store,120.5098,36
food,13.65,regular,0.184454044,canned,211.4902,out049,medium,tier_1,supermarket_type1,4035.4138,22
food,20.2,Regular,0.121153331,snack_foods,97.3752,out013,high,tier_3,supermarket_type1,958.752,34
food,12.857645184135976,low_fat,0.009364957,baking_goods,74.238,out027,medium,tier_3,supermarket_type3,1171.808,36
drinks,8.52,low_fat,0.027101431,soft_drinks,151.7682,out049,medium,tier_1,supermarket_type1,2439.4912,22
food,7.05,low_fat,0.1422157,snack_foods,108.7912,out010,ultra_high,tier_3,grocery_store,109.1912,23
drinks,12.857645184135976,regular,0.039734882,soft_drinks,165.7868,out027,medium,tier_3,supermarket_type3,4913.604,36
drinks,17.25,low_fat,0.037155206,soft_drinks,166.4526,out013,high,tier_3,supermarket_type1,3782.4098,34
food,17.6,low_fat,0.058091269,meat,156.2314,out046,small,tier_1,supermarket_type1,2947.4966,24
food,9.3,low_fat,0.016047301,dairy,249.8092,out049,medium,tier_1,supermarket_type1,3735.138,22
non-consumable,19.85,low_fat,0.025963795,household,46.3376,out035,small,tier_2,supermarket_type1,1150.5024,17
non-consumable,12.857645184135976,low_fat,0.073012871,others,67.5142,out027,medium,tier_3,supermarket_type3,2306.997,36
food,10.8,low_fat,0.082549896,dairy,193.7504,out046,small,tier_1,supermarket_type1,4602.0096,24
food,12.857645184135976,low_fat,0.009585169,frozen_foods,102.5016,out019,small,tier_1,grocery_store,101.2016,36
food,12.65,low_fat,0.123726711,meat,107.7938,out017,ultra_high,tier_2,supermarket_type1,2251.0698,14
drinks,12.1,regular,0.061521569,soft_drinks,55.8614,out017,ultra_high,tier_2,supermarket_type1,1436.7964,14
food,14.3,Regular,0.034382602,baking_goods,96.5726,out013,high,tier_3,supermarket_type1,2251.0698,34
food,18.7,low_fat,0.03761584,fruits_and_vegetables,109.1886,out035,small,tier_2,supermarket_type1,1890.2062,17
food,12.857645184135976,low_fat,0.246678647,breads,129.7994,out019,small,tier_1,grocery_store,385.4982,36
food,6.865,regular,0.036042939,frozen_foods,244.4486,out017,ultra_high,tier_2,supermarket_type1,4153.9262,14
non-consumable,10.895,low_fat,0.020951848,health_and_hygiene,255.3672,out046,small,tier_1,supermarket_type1,767.0016,24
food,9.195,regular,0.0471117,frozen_foods,52.0666,out035,small,tier_2,supermarket_type1,615.1992,17
food,19.75,low_fat,0.012499004,fruits_and_vegetables,188.0872,out018,medium,tier_3,supermarket_type2,2458.1336,12
food,18.0,low_fat,0.124348482,frozen_foods,118.3124,out013,high,tier_3,supermarket_type1,948.0992,34
food,15.5,regular,0.126199917,fruits_and_vegetables,178.4028,out018,medium,tier_3,supermarket_type2,1239.7196,12
food,12.5,regular,0.109971578,fruits_and_vegetables,82.7592,out035,small,tier_2,supermarket_type1,577.9144,17
food,14.3,low_fat,0.12780038,frozen_foods,83.6224,out045,ultra_high,tier_2,supermarket_type1,852.224,19
food,8.68,low_fat,0.01478914,frozen_foods,97.7384,out010,ultra_high,tier_3,grocery_store,98.5384,23
food,12.857645184135976,low_fat,0.079931185,canned,219.7456,out019,small,tier_1,grocery_store,884.1824,36
food,7.09,low_fat,0.00721395,baking_goods,47.9034,out035,small,tier_2,supermarket_type1,583.2408,17
drinks,6.385,low_fat,0.083768522,hard_drinks,109.8596,out013,high,tier_3,supermarket_type1,3235.788,34
drinks,8.365,low_fat,0.071958197,hard_drinks,38.0506,out049,medium,tier_1,supermarket_type1,796.9626,22
drinks,16.2,low_fat,0.019362306,soft_drinks,154.6972,out013,high,tier_3,supermarket_type1,1713.7692,34
non-consumable,12.857645184135976,low_fat,0.142589751,household,35.919,out027,medium,tier_3,supermarket_type3,585.904,36
food,11.1,regular,0.053765212,fruits_and_vegetables,163.1526,out035,small,tier_2,supermarket_type1,1808.9786,17
food,19.25,regular,0.058226609,frozen_foods,85.2908,out013,high,tier_3,supermarket_type1,671.1264,34
food,19.75,low_fat,0.041330512,fruits_and_vegetables,115.8466,out013,high,tier_3,supermarket_type1,2474.7786,34
food,6.885,regular,0.140008554,canned,108.7228,out046,small,tier_1,supermarket_type1,2542.0244,24
drinks,17.85,low_fat,0.024961677,soft_drinks,153.1998,out017,ultra_high,tier_2,supermarket_type1,3383.5956,14
food,20.2,regular,0.121748174,snack_foods,96.9752,out018,medium,tier_3,supermarket_type2,1725.7536,12
food,16.1,regular,0.063689583,dairy,181.9318,out017,ultra_high,tier_2,supermarket_type1,5954.2494,14
non-consumable,19.0,low_fat,0.216478153,household,190.1872,out010,ultra_high,tier_3,grocery_store,567.2616,23
food,17.6,low_fat,0.010031539,snack_foods,161.5552,out013,high,tier_3,supermarket_type1,1787.0072,34
food,20.7,regular,0.114581955,dairy,94.3436,out018,medium,tier_3,supermarket_type2,945.436,12
food,7.76,low_fat,0.059341019,snack_foods,99.77,out035,small,tier_2,supermarket_type1,798.96,17
food,12.857645184135976,regular,0.264124669,meat,155.7314,out019,small,tier_1,grocery_store,155.1314,36
food,21.25,low_fat,0.016735879,meat,185.2608,out010,ultra_high,tier_3,grocery_store,183.7608,23
non-consumable,7.475,low_fat,0.01319424,household,217.4192,out017,ultra_high,tier_2,supermarket_type1,4314.384,14
food,12.857645184135976,low_fat,0.031069203,canned,179.6686,out019,small,tier_1,grocery_store,177.7686,36
food,7.865,low_fat,0.06100886,breakfast,166.0526,out013,high,tier_3,supermarket_type1,3617.9572,34
food,15.2,low_fat,0.021250528,canned,216.5824,out045,ultra_high,tier_2,supermarket_type1,5241.1776,19
food,12.857645184135976,low_fat,0.198316649,baking_goods,54.3956,out019,small,tier_1,grocery_store,272.978,36
non-consumable,19.6,low_fat,0.048092778,health_and_hygiene,44.477,out018,medium,tier_3,supermarket_type2,432.77,12
food,5.405,regular,0.053611144,canned,197.7742,out035,small,tier_2,supermarket_type1,796.2968,17
food,12.857645184135976,low_fat,0.237651344,fruits_and_vegetables,170.2106,out019,small,tier_1,grocery_store,171.1106,36
drinks,9.395,low_fat,0.159201868,soft_drinks,226.072,out013,high,tier_3,supermarket_type1,3621.952,34
food,15.2,low_fat,0.019142452,snack_foods,237.5248,out017,ultra_high,tier_2,supermarket_type1,3318.3472,14
food,11.8,regular,0.025966531,meat,102.2674,out049,medium,tier_1,supermarket_type1,2444.8176,22
food,15.35,low_fat,0.013840784,frozen_foods,65.2168,out045,ultra_high,tier_2,supermarket_type1,958.752,19
food,6.215,regular,0.049621701,baking_goods,226.1062,out046,small,tier_1,supermarket_type1,4739.8302,24
food,8.71,regular,0.072141818,canned,183.3924,out035,small,tier_2,supermarket_type1,2776.386,17
food,19.0,regular,0.065901299,fruits_and_vegetables,188.7214,out018,medium,tier_3,supermarket_type2,1695.7926,12
food,9.17,low_fat,0.103138922,baking_goods,141.747,out049,medium,tier_1,supermarket_type1,3006.087,22
food,7.51,low_fat,0.01742908,fruits_and_vegetables,229.601,out046,small,tier_1,supermarket_type1,6201.927,24
food,12.857645184135976,low_fat,0.266234421,breakfast,98.5358,out019,small,tier_1,grocery_store,402.1432,36
food,13.1,low_fat,0.037657459,fruits_and_vegetables,175.8054,out045,ultra_high,tier_2,supermarket_type1,2801.6864,19
food,18.5,low_fat,0.025740259,meat,89.4172,out013,high,tier_3,supermarket_type1,1605.9096,34
food,12.857645184135976,regular,0.031382044,baking_goods,171.3764,out027,medium,tier_3,supermarket_type3,3091.9752,36
food,12.857645184135976,regular,0.060587738,breads,156.8288,out019,small,tier_1,grocery_store,471.3864,36
food,12.857645184135976,low_fat,0.043551753,snack_foods,184.495,out027,medium,tier_3,supermarket_type3,7873.085,36
food,10.695,regular,0.01141595,snack_foods,74.0038,out013,high,tier_3,supermarket_type1,1034.6532,34
food,6.655,low_fat,0.016993225,fruits_and_vegetables,211.0586,out045,ultra_high,tier_2,supermarket_type1,844.2344,19
food,12.857645184135976,low_fat,0.044829295,snack_foods,187.4556,out027,medium,tier_3,supermarket_type3,7510.224,36
food,6.715,regular,0.121832956,baking_goods,43.5454,out045,ultra_high,tier_2,supermarket_type1,838.908,19
food,7.075,low_fat,0.05858462,dairy,142.7128,out018,medium,tier_3,supermarket_type2,1869.5664,12
non-consumable,12.5,low_fat,0.10402738,household,172.2448,out017,ultra_high,tier_2,supermarket_type1,1874.8928,14
food,10.895,low_fat,0.137023446,dairy,263.7568,out049,medium,tier_1,supermarket_type1,7646.0472,22
non-consumable,14.6,low_fat,0.059611153,others,238.3538,out045,ultra_high,tier_2,supermarket_type1,2163.1842,19
food,12.857645184135976,regular,0.084354713,canned,215.5218,out027,medium,tier_3,supermarket_type3,4915.6014,36
food,14.85,regular,0.009958941,snack_foods,157.963,out045,ultra_high,tier_2,supermarket_type1,2816.334,19
non-consumable,20.6,low_fat,0.045675104,health_and_hygiene,150.9392,out017,ultra_high,tier_2,supermarket_type1,4026.7584,14
food,9.695,regular,0.047420609,frozen_foods,246.0144,out035,small,tier_2,supermarket_type1,4165.2448,17
food,13.3,regular,0.071439051,fruits_and_vegetables,61.0536,out035,small,tier_2,supermarket_type1,1898.8616,17
food,9.1,low_fat,0.291438755,baking_goods,126.8362,out010,ultra_high,tier_3,grocery_store,125.8362,23
non-consumable,10.1,low_fat,0.054853377,health_and_hygiene,198.6084,out018,medium,tier_3,supermarket_type2,2182.4924,12
food,18.35,regular,0.09468096,fruits_and_vegetables,86.2882,out018,medium,tier_3,supermarket_type2,1631.8758,12
drinks,10.8,low_fat,0.05843345,hard_drinks,74.738,out046,small,tier_1,supermarket_type1,1025.332,24
food,20.7,regular,0.047565208,dairy,213.4876,out049,medium,tier_1,supermarket_type1,1929.4884,22
food,8.71,regular,0.046079575,dairy,43.5744,out045,ultra_high,tier_2,supermarket_type1,407.4696,19
food,12.15,low_fat,0.018395194,frozen_foods,251.6698,out013,high,tier_3,supermarket_type1,6088.0752,34
food,13.35,regular,0.149974858,snack_foods,179.766,out018,medium,tier_3,supermarket_type2,5932.278,12
drinks,8.43,low_fat,0.01732573,soft_drinks,197.9768,out046,small,tier_1,supermarket_type1,1182.4608,24
food,12.857645184135976,low_fat,0.196490902,canned,120.544,out019,small,tier_1,grocery_store,479.376,36
food,9.0,low_fat,0.065236932,snack_foods,176.437,out035,small,tier_2,supermarket_type1,7763.228,17
drinks,9.3,low_fat,0.043785694,hard_drinks,191.6846,out046,small,tier_1,supermarket_type1,3057.3536,24
food,17.6,low_fat,0.00799436,dairy,171.6422,out013,high,tier_3,supermarket_type1,3793.7284,34
food,10.195,low_fat,0.0,frozen_foods,143.1154,out017,ultra_high,tier_2,supermarket_type1,2410.8618,14
food,8.1,low_fat,0.12829573,fruits_and_vegetables,210.4902,out045,ultra_high,tier_2,supermarket_type1,5309.755,19
